sample	metagenome	unclassified	reads_total	bacteria	archaea	eukaryotes	viruses	pro_all	pro_HL	pro_HLI	pro_HLII	pro_HLIII_HLIV	pro_HLVI	pro_LL	pro_LLI	pro_LLII_LLIII	pro_LLII	pro_LLIII	pro_LLIV	pro_LLVII	pro_LLVIIa	pro_LLVIIb	pro_LLVIIc	pro_LLVIId	pro_LLVIIe	pro_LLVIIf	pro_LL_MIT1223	pel_all	pel_Ia	pel_Ia_BALTIC	pel_Ia_HIMB5	pel_Ia_1	pel_Ia_3	pel_Ia_3a	pel_Ia_3b	pel_Ib	pel_Ib_1	pel_Ib_2	pel_Ib_3	pel_Ic	pel_IIa	pel_IIa_1	pel_IIa_2	pel_IIb	pel_IIIa	pel_IIIb	pel_IV	pel_V	pel_Va	pel_Vb
S0214	simons	9768100	19229514	7510607	573834	1190321	93327	165027	151578	115243	12979	600	1054	10932	3045	1597	1277	285	3317	2228	414	361	702	316	195	25	145	2261877	1350152	17113	12241	128721	1101061	443003	590579	97180	46173	11837	23704	9134	329413	314629	12025	18898	21138	2596	147465	159313	92930	66151
S0215	simons	11847957	18148732	4905667	1153289	135571	31007	11854	3246	809	1851	172	243	8496	3715	1040	860	149	1983	1494	480	205	342	148	139	31	58	828243	367882	5607	3757	44754	287500	84111	184781	115995	50580	19611	13028	41777	72539	62134	9426	69184	4304	1266	25593	67004	8297	58581
S0216	simons	7722308	16285041	6744771	1656428	47260	14433	7260	3235	1001	1801	139	136	3956	863	704	603	87	1376	878	254	110	242	84	76	12	69	1128808	455555	8213	5663	61036	348216	123968	202083	180394	72580	30443	21629	85475	97932	81828	14642	131262	6477	2024	12125	69278	6001	63159
S0217	simons	13393170	19637155	5036141	403807	351018	352111	169122	153171	111214	14720	996	6090	13475	2425	2043	1586	382	6148	2194	320	394	834	273	191	18	184	1204093	758762	10476	5060	95661	588869	127923	424699	48005	21958	5396	13358	4969	124507	117296	6099	15719	12918	1554	82501	82231	47365	34739
S0218	simons	10463101	18225522	6448837	891263	290956	31693	12214	6775	3054	2430	207	448	5243	1363	792	663	123	1946	954	192	148	291	123	100	14	75	1229478	756027	11129	5239	136761	542837	111252	398259	57113	25877	6588	15105	9879	134810	127413	6082	22258	8849	1676	44217	116590	29986	86337
S0219	simons	10668837	16598964	4437692	1353651	50241	14675	6868	3206	1077	1582	274	124	3624	751	916	818	82	1064	795	258	102	191	80	61	3	67	830773	412872	7901	4613	94753	278928	79988	184788	87151	30955	10820	19843	39844	77089	68913	7406	79002	6519	1677	9971	68170	7274	60781
S0220	simons	11913238	18605121	5805058	274168	197546	320592	171436	154619	115861	15765	1065	5556	14842	2944	2856	2391	399	6486	2013	304	314	800	210	186	22	177	1689827	1016085	13566	7213	116608	812476	200381	568617	69578	29310	7449	22697	7018	252114	241664	8574	24297	20127	2185	78185	137505	89164	48130
S0221	simons	11609596	15028405	2788559	337062	185856	57606	21635	9099	4735	2551	175	820	12311	9224	608	501	91	1577	580	91	112	205	62	47	8	39	661656	411120	5741	2766	60909	311217	65960	226881	31565	13533	3744	8947	4382	71117	67324	3153	11320	4956	835	33196	53888	17864	35932
S0222	simons	7491062	14046502	5072275	1353254	43191	10710	6310	2917	974	1475	177	144	3341	779	749	652	80	954	772	239	85	181	97	77	9	48	1042399	527328	10170	5927	117439	355154	106884	227963	112166	42225	15300	19092	52821	84116	74462	8652	99105	7513	1990	12034	73486	8257	65082
S0223	simons	12593484	20309999	7069137	220928	137431	216915	1189000	1161306	425015	507063	27787	9140	13309	3121	2160	1527	552	3721	3304	536	377	1632	266	233	19	194	1676930	813473	6455	6328	18239	741466	364766	334842	197101	103997	7429	71342	3645	191535	183481	6537	9577	14682	1080	119409	240200	151123	88855
S0224	simons	7362888	14647121	6363926	388481	290644	155150	1566592	1075843	517521	327336	17078	9502	468588	438980	5890	4443	1201	4532	5290	1059	769	1799	611	385	56	474	1345809	684914	7050	5711	36356	588821	240596	307110	152175	77355	13027	42936	5823	186107	172777	11134	11374	7374	1058	100408	103143	36398	66590
S0225	simons	14398200	25567133	8724923	2202332	80789	25724	17536	10281	3601	4930	489	272	7111	2326	1480	1333	130	1644	1430	462	182	354	140	140	16	119	2341190	1127840	20625	12123	441584	581387	178910	374409	269066	97494	36035	45560	201650	196167	170956	23134	262455	17716	4496	14918	104155	10618	93365
S0226	simons	9317178	16871430	7189540	133038	120277	58939	1150712	1120602	778721	140698	3670	5043	11483	3405	2601	2066	485	1631	2471	480	291	1085	256	152	35	211	1963657	914848	7869	7060	18162	827437	377833	393536	275242	162976	10318	79393	4662	232805	220694	9693	7685	10999	1288	168971	221091	114596	106239
S0227	simons	8411042	13808981	5014588	146662	97612	91941	1066331	970532	753199	60499	5682	4778	80974	70558	2678	1844	754	2752	2348	426	284	1052	223	156	32	200	1218625	557789	5136	4498	13270	504353	213672	258738	198746	121161	10095	48883	4378	143285	132666	9048	8800	5501	857	105326	120584	53354	67090
S0228	simons	7183838	13733183	5081700	1283737	108416	11736	46942	3991	1471	1911	148	148	42619	36785	1084	965	96	2466	1259	391	188	281	129	96	28	90	1229719	406199	7050	6024	27679	342279	132695	189866	273570	120626	48663	30774	65434	134324	108220	24076	151447	5864	2148	19324	79165	7075	71927
S0229	simons	9534246	17740256	7703303	146785	132193	157972	1611088	1577349	1099660	223458	9968	8396	12788	3104	2192	1758	370	3157	2815	546	292	1136	260	279	24	288	2211100	934096	6662	6910	13974	861343	398287	413646	463833	286838	10017	139190	4162	190117	179793	8685	6710	11737	1269	120284	358167	149820	208080
S0231	simons	12104916	29747122	15567206	1038614	182550	634767	3662497	3573828	80157	2555706	153086	40440	35320	8840	4945	3439	1247	11592	6930	1306	837	2805	663	569	63	540	3861121	1374204	8144	11383	17601	1263157	585738	597279	960737	547337	32022	309635	8030	594162	546539	40657	16750	30450	2112	217258	421738	192251	229041
S0232	simons	6126194	15507421	8342217	541564	92116	278820	1593764	1549701	36774	1079096	64043	20079	16732	4829	2395	1570	708	4657	3258	573	374	1350	297	256	40	275	2270872	799648	4822	6581	10209	729288	341078	338498	562280	305661	19561	191485	5183	375917	345301	25698	9207	18251	1369	122735	216453	100841	115316
S0233	simons	6065828	13932942	6183272	666294	91695	761372	1411502	1339166	43874	776135	247095	46494	54004	33650	3798	2185	1463	10193	4243	665	421	1830	370	418	28	383	1339303	529795	4265	4629	9439	480853	198919	248248	301678	152072	23336	93959	5097	216026	179877	32662	12502	5752	913	80041	91231	30049	61099
S0234	simons	6918157	14733940	6168156	779135	325198	415570	794244	475899	22198	257308	63352	52062	309004	267464	9939	6727	2554	12620	8790	1865	1435	2659	1011	584	66	1309	1636171	704257	6355	6728	14832	634655	238939	350844	371252	192939	43089	83288	10631	220078	182780	33670	22006	5577	1289	73489	100429	19734	80567
S0235	simons	7657582	13605089	4510621	1312174	31386	12699	14889	6906	811	3830	926	670	7814	1319	898	679	198	2443	2820	1049	402	520	262	214	33	96	775300	147103	3971	3251	13591	117120	51554	58797	176912	70837	32125	16300	79202	65160	44509	19180	162334	5135	1919	14495	48820	3303	45422
S0236	simons	6684201	15496893	6429163	2209913	29879	5293	7777	4146	976	2390	314	211	3556	924	548	454	83	879	1077	309	166	287	92	91	15	65	1082551	167230	5552	4266	18864	129164	56101	66869	233989	94607	39174	21011	148890	77875	50803	25401	253274	6977	2792	20902	77604	4633	72857
S0237	simons	8102095	21765565	9074948	4239484	33467	6938	11344	6311	1566	3561	418	329	4903	1404	741	614	108	1024	1556	442	234	385	147	145	22	94	1629466	187340	7775	5474	27425	136597	61037	69830	278296	103331	39229	26948	393363	85562	53652	29967	394684	10841	4625	20812	118248	6886	111158
S0238	simons	6943167	18425023	10083204	581351	94771	553585	1845555	1786153	35060	1284997	70008	27295	32145	8750	3848	2488	1186	11073	6305	903	856	2856	530	522	54	417	2384579	956347	4650	11893	10097	877094	359479	459149	491993	280387	30519	139837	4600	400388	375763	20286	13967	29110	1180	82815	251568	118540	132733
S0239	simons	10456692	23826036	10476904	1350482	1237513	157550	1179480	146771	9122	40265	5884	68919	1022678	599119	256480	240562	11391	56539	74752	21687	12394	19064	7490	4498	833	4851	2588523	961928	13059	12179	38995	838885	287046	493677	607039	287765	116519	61502	64155	405197	344868	54430	153944	11296	3313	39858	132779	28088	104396
S0240	simons	9139298	32366682	20322594	2528186	101354	20592	226703	16657	2087	9808	999	1783	208102	21553	43557	37999	4601	36776	96449	41106	14415	14215	8269	6125	1101	2192	1380344	256843	7615	6225	26318	202295	85496	106545	370332	163482	62964	31619	134209	118843	80431	35935	275747	8537	3191	26372	68943	4947	63903
S0241	simons	5701613	16023562	8448548	1674544	44764	7696	53659	7934	899	5027	354	517	45153	4493	7187	6012	980	9602	21806	8963	3329	3292	1962	1437	281	520	779467	126124	4109	3287	14064	97241	41501	50951	186735	80597	30015	16578	91595	63697	42749	19580	170537	5138	2095	14213	49504	3406	46034
S0242	simons	5119484	20947152	13980085	1653576	29830	3324	6006	2792	625	1722	114	132	3159	840	511	447	55	758	938	255	146	260	101	75	12	46	695593	100150	3810	2799	13097	74950	33074	38454	151594	62431	22952	13981	105249	51225	34064	16103	160651	4636	1845	11712	50876	3128	47676
S0243	simons	8968661	30412758	16765205	4249906	46488	6776	12611	6770	1401	4255	274	280	5690	1521	1011	867	123	1160	1784	520	263	442	194	146	26	96	1777428	247019	9459	7104	36325	180908	82086	91392	363516	139471	52496	34603	328260	114520	76875	35383	425277	11957	4936	23596	118308	7297	110843
S0244	simons	14083758	30856511	14418853	1193022	180527	718908	3746132	3641952	87655	2562405	140520	44523	41363	8916	6393	4388	1736	14025	8625	1403	935	3600	723	857	104	544	2696077	989985	5129	6555	12345	911635	414158	437087	679499	479329	20475	128355	5364	364584	335543	24534	15218	23795	1361	119416	302525	135292	166803
S0245	simons	9494212	18169524	7401364	656831	143341	345271	2131816	2070054	49026	1428305	76827	23955	21397	5003	3326	2319	869	6363	4603	747	515	1996	407	428	43	308	1138943	410252	2054	2685	5411	376170	162902	186994	289704	209042	8799	49748	2503	141951	129097	10886	6364	9058	562	55467	135274	60957	74096
S0246	simons	7719543	17239815	8170847	639183	191814	392123	2521378	2309047	92071	1599031	60661	57776	173760	136484	10146	6779	2585	9691	10200	1999	1424	3784	1112	758	93	1113	1625512	546816	5037	5657	12803	493936	178445	283128	454177	265916	51577	73904	11477	254034	179873	69179	22181	6091	1352	72629	138822	24399	114270
S0247	simons	8106951	19722229	9582063	1135845	432211	319987	1197068	237984	11156	71752	10400	114375	948225	393568	221734	186130	28891	68376	223322	73627	39939	42686	23492	13530	2974	8678	2161146	579077	9619	9688	28038	500698	210410	259799	643351	282395	125302	88140	63702	332648	240277	85658	191319	9895	3065	31462	132003	8246	123589
S0248	simons	8100442	17337437	7402728	1256289	257713	206771	960652	167469	6791	81456	12135	44369	784031	157915	210096	176940	27677	85999	292334	112922	48117	47297	27963	18172	3463	8573	1687127	358023	7799	7371	24196	298799	133338	148392	490620	205747	103223	51090	88333	218846	146798	67172	268287	9312	3017	21791	80782	5489	75178
S0249	simons	9424121	17046571	5857994	1524413	110086	36345	271493	20231	1807	10664	1985	4016	248766	19568	45701	37629	6888	40200	131271	57608	19629	18453	10935	8314	1405	2827	1050252	160517	5045	4187	17223	125319	57029	62146	262295	102276	50431	23602	112901	84860	51809	31010	255248	6691	2479	9428	57662	3504	54056
S0250	simons	6460711	17613093	8844587	2098554	30235	9003	19245	10702	1168	6730	470	675	8303	1649	1204	935	234	2001	3061	1057	469	661	315	195	42	120	1257175	159785	6097	4527	20441	120142	53909	60730	246678	95742	39817	23319	229102	85551	52865	30740	317119	8394	3473	14880	81006	4956	75942
S0251	simons	10640519	21379577	9944399	353722	115866	209775	2414917	2351943	53020	1701080	25657	16358	18992	4438	2626	1820	702	5494	4311	783	465	1962	420	290	37	330	2599112	707061	4772	6271	11102	646938	401220	207795	843297	524247	18988	236114	5308	284889	263053	18280	10824	18868	1454	143942	414929	166789	247617
S0252	simons	8965707	17044320	6692245	529605	250972	471997	2035498	247011	70022	86989	20210	42806	1771248	1612593	21325	13348	6587	34371	40195	9576	8404	7623	5251	3079	574	13546	1220398	291044	4962	4855	13750	251367	122748	113305	359484	201501	43925	54162	21043	223409	143819	74704	67669	6030	1382	53590	102832	9073	93656
S0253	simons	12071061	25044746	11780045	509468	213915	326132	3197076	2866233	1569254	713041	61907	36389	285267	251464	5907	3876	1731	9163	9177	1767	1227	3391	917	780	126	1085	2733800	884175	8634	9420	19852	800293	422169	330750	752690	469470	33392	182617	11672	409967	316202	87196	24976	17655	2065	222117	237911	74879	162867
S0254	simons	10459561	21678563	10259867	421041	157993	260412	2769569	2497772	1374191	619236	46013	31271	232164	204088	5271	3441	1598	7420	7472	1474	955	2769	812	634	72	874	2540496	837009	8005	8637	18268	757841	395801	316326	700510	439674	30869	167814	10735	373719	289265	78596	22024	16393	1893	199408	217629	69955	147541
S0255	simons	6474068	16377488	9119541	367433	124790	192309	2356579	2121436	1156036	519797	44191	24847	199413	176383	4177	2756	1219	5382	6434	1225	910	2359	690	507	83	699	2272758	738983	7209	7768	16399	667583	347337	278765	617893	385936	27187	148450	9602	336914	260685	70713	18736	15035	1728	196059	190000	62293	127570
S0256	simons	8189625	19345541	10287550	394105	127382	235431	2900861	2620348	1457929	639148	48201	31262	240504	213933	4770	3163	1338	6581	7188	1436	1025	2478	787	588	88	906	2437144	808517	7630	8027	17395	732417	378344	309198	661792	414887	28510	159965	10149	363711	282940	75128	20904	17497	1775	196535	202557	65675	136728
S0257	simons	9853028	22712425	11800787	464982	179502	276795	2740903	2416447	1338940	573532	59385	29877	283598	251372	5572	3598	1701	8319	8704	1681	1273	3168	869	738	109	1150	2865880	933866	9134	9477	20728	845359	441306	352998	783560	488934	35413	187802	12501	423289	326351	90009	25967	20269	2113	248996	232678	78332	154190
S0258	simons	9589468	18260236	6758531	1636074	102094	62909	131941	27974	7342	10417	895	6578	102566	16805	16012	12775	2757	24252	40493	16765	6440	6337	3513	2282	393	1287	921633	121727	4502	3548	14631	91836	41560	45534	194353	73631	35149	18034	143619	68195	44005	22473	222181	6474	2481	5528	59724	3772	55830
S0259	simons	6628009	13508249	4938493	1767210	39824	2406	5412	3042	1370	1256	100	82	2279	534	390	303	76	520	740	224	100	180	86	63	10	47	673412	67779	3257	1909	11657	46878	21107	23659	84411	26064	11269	9262	230874	28677	18735	9131	165048	5217	2107	2738	28980	2006	26921
S0260	simons	9847890	18411029	6531315	1864740	39572	9691	72194	60250	32360	14951	623	798	10861	7503	751	604	118	928	1232	426	178	295	116	86	14	122	585388	58097	2433	1686	8109	42779	19889	20880	77468	25809	9109	9373	184403	28136	19034	8482	142021	5876	1984	3162	23453	3309	20109
S0261	simons	9127360	19898533	10018789	341482	157170	156874	2739752	2538368	1523225	526414	32070	25383	161274	140617	4115	2719	1211	4372	6159	1155	825	2323	678	466	76	592	2560468	850003	8081	8640	18573	768708	399450	321477	695722	439567	28955	166357	9782	363225	286647	71010	17982	17366	1857	217838	222127	71410	150570
S0262	simons	11299130	20333523	8389178	278994	155149	128965	2181484	2018767	1204382	418521	23488	20422	128451	111018	3433	2234	1035	3594	5369	1067	771	2102	545	367	60	570	2181668	720979	7012	7314	15703	651690	337943	273188	593290	374569	25083	141628	8459	312055	245503	61775	15091	14594	1616	181440	190721	62470	128107
S0263	simons	12499012	23793142	9273854	730081	380481	716603	1964907	1828743	68527	1266731	95367	30090	108258	73706	6249	4211	1755	15443	8903	1744	1321	3034	852	761	80	605	2199644	779604	5937	7134	14386	713175	370122	300868	639852	376991	47766	148078	12126	286044	244586	37433	29373	9928	1535	94391	190830	52105	138558
S0264	simons	10380893	22318900	9832400	758936	357880	778455	2043156	1904176	73502	1329133	101049	31274	111630	74329	6660	4492	1894	17402	9249	1763	1308	3250	862	817	106	618	2391096	857714	6462	7856	15633	785473	407011	333579	695162	410789	51958	160969	13198	312016	267388	40371	32838	11056	1637	100305	202740	55111	147458
S0265	simons	8564527	18163030	8064840	578944	274356	531976	1666043	1555202	57341	1097201	74248	24374	88949	62291	4973	3414	1339	11490	7151	1535	1087	2331	683	605	67	473	2088942	754083	5741	6833	13970	691117	362969	289395	612181	359396	46473	143018	11814	275238	235260	36458	26922	9338	1429	82398	176108	47786	128187
S0266	simons	9869226	19726522	7995311	687599	378067	622393	1580149	1463426	53386	1001275	96315	25282	94948	62717	5761	3956	1546	14123	8868	1886	1330	2884	811	739	114	559	1888283	673656	5237	6135	12421	616055	317383	262515	545764	320604	42618	123779	11191	246390	210325	32687	27592	8448	1324	78947	160050	43372	116528
S0267	simons	10461887	20622830	8224355	694949	396212	660496	1648344	1525679	55726	1038423	101168	26355	99487	64957	6181	4093	1786	15349	9366	1896	1415	3114	860	813	115	566	1866948	665162	5151	6069	12086	607047	309674	260594	534320	314757	41009	120512	10931	243769	207887	32447	28026	8669	1357	80822	156631	42675	113790
S0268	simons	7669891	16578784	7519296	495311	234042	509562	1667671	1549799	72342	1066463	65895	22186	93246	63786	5627	3860	1556	12450	7894	1636	1140	2674	758	675	85	534	1730232	608925	4627	5256	10738	556104	279503	242514	506344	310472	32374	114856	8302	217664	186532	28001	20885	7962	1127	92238	143377	41249	101996
S0269	simons	11121593	23571021	10545266	654388	362644	683845	2311994	2152250	102685	1500319	87080	31111	127716	87585	7355	5052	1964	17072	10992	2192	1641	3787	1032	908	128	674	2619725	928318	7109	8265	16903	850184	437562	364256	780949	477045	49927	180461	12951	333674	285809	43487	30885	12112	1673	124926	218257	62497	155584
S0270	simons	9561451	20661000	9383698	596263	297694	633340	2110148	1961367	91353	1349344	84807	28332	117604	80566	7131	4918	1892	15360	10020	2023	1496	3284	955	862	121	700	2245285	787208	6051	6940	14377	718261	366866	307913	664419	404234	42067	153618	11086	283833	243468	36382	26782	10613	1456	110219	188693	54806	133705
S0271	simons	10354722	21628346	9364640	654408	329485	718099	2068302	1916735	90133	1298537	106578	29473	120412	78707	8002	5370	2248	18323	10765	2191	1574	3598	939	932	123	732	2140181	745405	5692	6648	13548	680795	340998	298041	618966	378439	39749	141200	10297	272882	233963	35054	28194	10413	1393	121076	179362	52414	126748
S0272	simons	6463444	13173935	5683764	359617	192166	366395	1239833	1156929	56415	806514	55779	16139	66701	45054	4129	2805	1147	9246	6028	1194	915	1992	558	520	74	349	1383588	495263	3660	4437	9203	454408	229410	199666	409578	251513	26462	93316	6828	176161	150959	22965	17157	6517	902	66697	115838	32659	83087
S0273	simons	6429386	13848177	6387909	358907	173634	385087	1663498	1473160	64418	1053011	30195	22922	168170	140302	4532	3129	1209	12364	5730	986	760	2101	571	536	52	512	1473331	484645	3738	4404	8957	443989	230442	188341	452537	268342	25139	120035	7102	211791	181354	27697	19104	8288	971	78341	115949	36808	79044
S0274	simons	6246319	13038329	5795637	325726	162823	393806	1524869	1356774	60375	970251	28717	21043	147476	120333	4402	3021	1175	12677	5537	856	785	2167	532	519	41	476	1363765	446157	3272	3857	8354	408864	211280	173745	414598	245783	22892	110248	6503	198024	170287	25266	18610	8302	946	71251	111127	35909	75121
S0275	simons	5456691	11813336	5355701	349738	147188	393852	1409649	1247508	54269	886536	28530	20626	143194	116337	4374	2893	1301	12780	5344	868	705	2032	556	515	51	482	1145863	372024	2781	3337	6793	340247	173432	146618	344901	206098	18887	89938	5488	168369	144454	21606	16773	6671	749	63116	91723	29695	61957
S0276	simons	7386689	12770464	4202045	698600	98699	280662	528951	88583	8307	41058	4621	30687	436101	136640	79363	61576	15468	47049	154103	54418	26633	27337	14786	10238	2004	4543	618109	145402	2712	2710	8383	124188	56258	60896	172007	72197	34284	23785	30115	89308	67744	20054	83974	4302	1027	6166	33440	2607	30786
S0277	simons	9955350	19047086	7381180	693979	310212	538977	1276553	907429	75961	589150	36269	34256	352881	229831	31358	23667	6629	33824	45122	12901	8080	9559	4997	3143	546	2279	1613328	508727	4644	5037	11666	461400	230728	203295	480423	274284	39159	113875	14202	236120	196973	35724	43585	8723	1185	79419	128104	35978	91980
S0278	simons	5590087	11040875	4455032	371554	188837	324791	912112	806579	55210	551491	25243	11341	92381	69861	4170	2759	1215	10065	5356	848	640	2243	419	535	46	392	996694	360825	2826	3272	6845	328636	167755	140671	281715	170630	20048	62357	5965	123163	106675	14774	19110	4577	631	52728	75694	19718	55921
S0279	simons	6718368	14409423	6227617	479030	449943	403397	1361377	1215028	77160	827031	52191	16668	127291	104296	3880	2498	1196	9829	5299	908	781	1935	487	494	43	391	1453831	532290	4188	4861	10200	485929	248099	209209	423932	259225	30424	92199	8510	177659	152797	22453	22048	5978	993	72148	110701	30415	80190
S0280	simons	8412770	15911691	6139296	457558	392002	385063	1271888	1135253	73144	775523	52556	15704	120188	97689	3843	2638	1045	9620	5473	1069	798	1912	529	465	59	424	1531141	563820	4518	5156	10763	516199	262328	224116	444845	270928	31813	98065	8930	186895	160886	23680	22718	6053	1004	76174	119399	32000	87281
S0281	simons	7710225	14357812	5352687	436710	339898	398534	1102943	982721	62369	661457	55259	14638	105557	84037	3673	2426	1092	9681	5056	917	636	1980	421	453	45	340	1247311	458059	3733	3940	8663	418694	212013	181654	358090	218421	25872	78077	7274	150289	129338	18971	19786	5008	862	65353	96792	25871	70851
S0282	simons	8958846	18453604	7604384	637201	581454	507706	1538316	1357792	84981	902277	74944	19881	158934	129311	4962	3440	1302	12080	7542	1634	1088	2442	695	679	81	574	1709956	620676	4890	5444	11723	565536	287641	242390	496824	303781	35390	107409	10245	207367	178404	25896	25418	6874	1016	82028	134608	36714	97772
S0283	simons	6974565	14872237	6974131	310131	238382	275858	1875746	1438253	642583	505480	22519	13925	413929	387633	3340	2293	817	7581	4910	992	695	1769	516	358	42	624	1772706	676623	5721	5895	13671	614067	290041	284578	485571	312199	23044	111515	7275	193342	172980	18102	15562	6448	1106	105337	164716	54799	109781
S0284	simons	8221195	16844160	7495393	386085	275579	345364	2010995	1495739	679479	487713	28982	15138	486870	455006	3836	2635	934	9186	5704	1097	827	1985	615	432	70	642	1740732	659701	5558	5793	13310	594234	275743	276091	461252	295952	21840	104641	7257	186469	166629	17245	16547	6443	1021	112476	161450	53826	107468
